Tanggal,Kecamatan,Puskesmas,Jumlah_Bayi_6_Bulan,Jumlah_ASI_Eksklusif,Persentase_Cakupan
2022-07-31,Padang Barat,PADANG PASIR,120,102,85.32
2022-07-31,Padang Utara,ULAK KARANG,84,73,86.78
2022-07-31,Padang Utara,AIR TAWAR,52,45,85.61
2022-07-31,Padang Utara,ALAI,41,32,78.35
2022-07-31,Nanggalo,NANGGALO,48,40,83.46
2022-07-31,Nanggalo,LAPAI,106,93,87.94
2022-07-31,Kuranji,BELIMBING,68,55,80.99
2022-07-31,Kuranji,KURANJI,64,53,83.46
2022-07-31,Kuranji,AMBACANG,72,61,85.01
2022-07-31,Pauh,PAUH,60,50,83.46
2022-07-31,Koto Tangah,AIR DINGIN,49,37,75.76
2022-07-31,Koto Tangah,LB.BUAYA,72,62,86.57
2022-07-31,Koto Tangah,IKUR KOTO,114,84,73.41
2022-07-31,Koto Tangah,ANAK AIR,37,27,73.27
2022-07-31,Koto Tangah,TUNGGUL HITAM,104,78,74.86
2022-08-31,Bungus Teluk Kabung,BUNGUS,55,47,85.24
2022-08-31,Lubuk Kilangan,LUBUK KILANGAN,99,87,87.84
2022-08-31,Lubuk Begalung,LUBUK BEGALUNG,92,76,82.85
2022-08-31,Lubuk Begalung,PEGAMBIRAN,98,85,86.59
2022-08-31,Padang Selatan,SEBERANG PADANG,103,82,80.07
2022-08-31,Padang Selatan,PEMANCUNGAN,63,49,77.03
2022-08-31,Padang Selatan,RAWANG,99,74,74.29
2022-08-31,Padang Timur,ANDALAS,91,80,88.22
2022-08-31,Padang Timur,PARAK KARAKAH,75,63,84.02
2022-08-31,Padang Barat,PADANG PASIR,57,51,88.61
2022-08-31,Padang Utara,ULAK KARANG,86,76,88.33
2022-08-31,Padang Utara,AIR TAWAR,118,101,85.59
2022-08-31,Padang Utara,ALAI,69,59,86.09
2022-08-31,Nanggalo,NANGGALO,113,92,81.6
2022-08-31,Nanggalo,LAPAI,73,58,79.82
2022-08-31,Kuranji,BELIMBING,94,76,80.78
2022-08-31,Kuranji,KURANJI,67,50,74.91
2022-08-31,Kuranji,AMBACANG,124,100,80.3
2022-08-31,Pauh,PAUH,65,48,73.35
2022-08-31,Koto Tangah,AIR DINGIN,99,85,86.14
2022-08-31,Koto Tangah,LB.BUAYA,89,70,78.59
2022-08-31,Koto Tangah,IKUR KOTO,137,105,76.62
2022-08-31,Koto Tangah,ANAK AIR,115,92,80.42
2022-08-31,Koto Tangah,TUNGGUL HITAM,100,79,78.99
2022-09-30,Bungus Teluk Kabung,BUNGUS,125,97,77.76
2022-09-30,Lubuk Kilangan,LUBUK KILANGAN,73,65,89.01
2022-09-30,Lubuk Begalung,LUBUK BEGALUNG,112,98,87.45
2022-09-30,Lubuk Begalung,PEGAMBIRAN,96,80,82.88
2022-09-30,Padang Selatan,SEBERANG PADANG,136,108,79.35
2022-09-30,Padang Selatan,PEMANCUNGAN,98,87,88.88
2022-09-30,Padang Selatan,RAWANG,74,63,84.59
2022-09-30,Padang Timur,ANDALAS,98,86,87.73
2022-09-30,Padang Timur,PARAK KARAKAH,92,79,85.89
2022-09-30,Padang Barat,PADANG PASIR,96,70,72.98
2022-09-30,Padang Utara,ULAK KARANG,94,74,79.0
2022-09-30,Padang Utara,AIR TAWAR,88,75,84.73
2022-09-30,Padang Utara,ALAI,58,46,80.09
2022-09-30,Nanggalo,NANGGALO,50,44,87.37
2022-09-30,Nanggalo,LAPAI,131,105,80.37
2022-09-30,Kuranji,BELIMBING,104,84,80.77
2022-09-30,Kuranji,KURANJI,135,115,85.43
2022-09-30,Kuranji,AMBACANG,62,47,75.8
2022-09-30,Pauh,PAUH,123,97,78.8
2022-09-30,Koto Tangah,AIR DINGIN,51,41,80.99
2022-09-30,Koto Tangah,LB.BUAYA,98,84,85.45
2022-09-30,Koto Tangah,IKUR KOTO,68,53,77.71
2022-09-30,Koto Tangah,ANAK AIR,81,72,89.15
2022-09-30,Koto Tangah,TUNGGUL HITAM,67,50,74.08
2022-10-31,Bungus Teluk Kabung,BUNGUS,130,110,84.96
2022-10-31,Lubuk Kilangan,LUBUK KILANGAN,110,97,88.29
2022-10-31,Lubuk Begalung,LUBUK BEGALUNG,119,89,74.89
2022-10-31,Lubuk Begalung,PEGAMBIRAN,109,80,73.33
2022-10-31,Padang Selatan,SEBERANG PADANG,85,69,80.99
2022-10-31,Padang Selatan,PEMANCUNGAN,78,67,85.97
2022-10-31,Padang Selatan,RAWANG,83,74,88.68
2022-10-31,Padang Timur,ANDALAS,127,104,82.03
2022-10-31,Padang Timur,PARAK KARAKAH,60,46,76.94
2022-10-31,Padang Barat,PADANG PASIR,52,38,73.78
2022-10-31,Padang Utara,ULAK KARANG,95,84,88.02
2022-10-31,Padang Utara,AIR TAWAR,68,52,76.89
2022-10-31,Padang Utara,ALAI,61,50,82.77
2022-10-31,Nanggalo,NANGGALO,89,78,88.01
2022-10-31,Nanggalo,LAPAI,61,46,75.44
2022-10-31,Kuranji,BELIMBING,99,84,85.01
2022-10-31,Kuranji,KURANJI,67,50,74.08
2022-10-31,Kuranji,AMBACANG,111,94,84.34
2022-10-31,Pauh,PAUH,53,44,83.72
2022-10-31,Koto Tangah,AIR DINGIN,89,73,82.36
2022-10-31,Koto Tangah,LB.BUAYA,51,38,74.42
2022-10-31,Koto Tangah,IKUR KOTO,58,45,78.16
2022-10-31,Koto Tangah,ANAK AIR,66,57,86.42
2022-10-31,Koto Tangah,TUNGGUL HITAM,47,40,84.35
2022-11-30,Bungus Teluk Kabung,BUNGUS,125,96,76.42
2022-11-30,Lubuk Kilangan,LUBUK KILANGAN,79,69,87.53
2022-11-30,Lubuk Begalung,LUBUK BEGALUNG,87,77,88.44
2022-11-30,Lubuk Begalung,PEGAMBIRAN,70,61,87.05
2022-11-30,Padang Selatan,SEBERANG PADANG,117,87,74.5
2022-11-30,Padang Selatan,PEMANCUNGAN,67,59,88.25
2022-11-30,Padang Selatan,RAWANG,79,64,81.16
2022-11-30,Padang Timur,ANDALAS,130,106,81.53
2022-11-30,Padang Timur,PARAK KARAKAH,72,61,85.01
2022-11-30,Padang Barat,PADANG PASIR,37,28,76.28
2022-11-30,Padang Utara,ULAK KARANG,82,71,86.53
2022-11-30,Padang Utara,AIR TAWAR,57,51,89.58
2022-11-30,Padang Utara,ALAI,51,42,83.19
2022-11-30,Nanggalo,NANGGALO,49,38,78.04
2022-11-30,Nanggalo,LAPAI,115,90,77.99
2022-11-30,Kuranji,BELIMBING,57,42,72.92
2022-11-30,Kuranji,KURANJI,91,69,75.32
2022-11-30,Kuranji,AMBACANG,126,95,75.7
2022-11-30,Pauh,PAUH,110,98,88.8
2022-11-30,Koto Tangah,AIR DINGIN,91,75,82.69
2022-11-30,Koto Tangah,LB.BUAYA,78,61,78.08
2022-11-30,Koto Tangah,IKUR KOTO,129,97,75.34
2022-11-30,Koto Tangah,ANAK AIR,98,82,83.17
2022-11-30,Koto Tangah,TUNGGUL HITAM,70,56,79.87
2022-12-31,Bungus Teluk Kabung,BUNGUS,132,108,82.19
2022-12-31,Lubuk Kilangan,LUBUK KILANGAN,123,94,76.08
2022-12-31,Lubuk Begalung,LUBUK BEGALUNG,129,96,74.04
2022-12-31,Lubuk Begalung,PEGAMBIRAN,124,102,82.11
2022-12-31,Padang Selatan,SEBERANG PADANG,118,98,83.22
2022-12-31,Padang Selatan,PEMANCUNGAN,108,87,80.87
2022-12-31,Padang Selatan,RAWANG,135,114,84.19
2022-12-31,Padang Timur,ANDALAS,84,65,76.81
2022-12-31,Padang Timur,PARAK KARAKAH,123,90,72.9
2022-12-31,Padang Barat,PADANG PASIR,110,89,81.17
2022-12-31,Padang Utara,ULAK KARANG,74,61,83.08
2022-12-31,Padang Utara,AIR TAWAR,75,66,88.49
2022-12-31,Padang Utara,ALAI,70,61,87.85
2022-12-31,Nanggalo,NANGGALO,95,83,87.43
2022-12-31,Nanggalo,LAPAI,105,88,84.12
2022-12-31,Kuranji,BELIMBING,79,62,79.04
2022-12-31,Kuranji,KURANJI,100,80,79.55
2022-12-31,Kuranji,AMBACANG,60,46,76.94
2022-12-31,Pauh,PAUH,128,107,83.9
2022-12-31,Koto Tangah,AIR DINGIN,98,71,72.91
2022-12-31,Koto Tangah,LB.BUAYA,42,37,88.12
2022-12-31,Koto Tangah,IKUR KOTO,50,41,81.78
2022-12-31,Koto Tangah,ANAK AIR,64,50,78.22
2022-12-31,Koto Tangah,TUNGGUL HITAM,118,90,76.59
2023-01-31,Bungus Teluk Kabung,BUNGUS,131,108,82.5
2023-01-31,Lubuk Kilangan,LUBUK KILANGAN,58,50,85.87
2023-01-31,Lubuk Begalung,LUBUK BEGALUNG,82,69,83.8
2023-01-31,Lubuk Begalung,PEGAMBIRAN,122,109,89.19
2023-01-31,Padang Selatan,SEBERANG PADANG,98,88,90.02
2023-01-31,Padang Selatan,PEMANCUNGAN,70,56,80.66
2023-01-31,Padang Selatan,RAWANG,120,100,83.0
2023-01-31,Padang Timur,ANDALAS,90,73,80.66
2023-01-31,Padang Timur,PARAK KARAKAH,110,95,86.25
2023-01-31,Padang Barat,PADANG PASIR,131,112,85.49
2023-01-31,Padang Utara,ULAK KARANG,147,126,85.64
2023-01-31,Padang Utara,AIR TAWAR,108,87,80.35
2023-01-31,Padang Utara,ALAI,86,65,75.99
2023-01-31,Nanggalo,NANGGALO,119,106,88.98
2023-01-31,Nanggalo,LAPAI,90,74,82.53
2023-01-31,Kuranji,BELIMBING,128,112,87.82
2023-01-31,Kuranji,KURANJI,56,50,89.45
2023-01-31,Kuranji,AMBACANG,72,66,91.22
2023-01-31,Pauh,PAUH,124,100,80.75
2023-01-31,Koto Tangah,AIR DINGIN,110,86,78.63
2023-01-31,Koto Tangah,LB.BUAYA,133,106,79.36
2023-01-31,Koto Tangah,IKUR KOTO,42,34,81.46
2023-01-31,Koto Tangah,ANAK AIR,128,112,87.39
2023-01-31,Koto Tangah,TUNGGUL HITAM,51,42,83.19
2023-02-28,Bungus Teluk Kabung,BUNGUS,133,101,76.0
2023-02-28,Lubuk Kilangan,LUBUK KILANGAN,89,68,76.71
2023-02-28,Lubuk Begalung,LUBUK BEGALUNG,58,52,89.72
2023-02-28,Lubuk Begalung,PEGAMBIRAN,66,58,87.27
2023-02-28,Padang Selatan,SEBERANG PADANG,98,75,76.33
2023-02-28,Padang Selatan,PEMANCUNGAN,139,106,76.52
2023-02-28,Padang Selatan,RAWANG,128,108,84.33
2023-02-28,Padang Timur,ANDALAS,95,72,76.26
2023-02-28,Padang Timur,PARAK KARAKAH,80,62,77.17
2023-02-28,Padang Barat,PADANG PASIR,88,70,79.02
2023-02-28,Padang Utara,ULAK KARANG,117,94,80.72
2023-02-28,Padang Utara,AIR TAWAR,67,59,88.25
2023-02-28,Padang Utara,ALAI,124,100,80.75
2023-02-28,Nanggalo,NANGGALO,116,98,84.91
2023-02-28,Nanggalo,LAPAI,87,71,82.01
2023-02-28,Kuranji,BELIMBING,112,91,81.46
2023-02-28,Kuranji,KURANJI,141,126,89.11
2023-02-28,Kuranji,AMBACANG,77,64,82.92
2023-02-28,Pauh,PAUH,78,63,80.95
2023-02-28,Koto Tangah,AIR DINGIN,50,45,90.73
2023-02-28,Koto Tangah,LB.BUAYA,80,62,77.17
2023-02-28,Koto Tangah,IKUR KOTO,97,86,88.22
2023-02-28,Koto Tangah,ANAK AIR,69,62,89.33
2023-02-28,Koto Tangah,TUNGGUL HITAM,122,112,91.47
2023-03-31,Bungus Teluk Kabung,BUNGUS,129,104,80.54
2023-03-31,Lubuk Kilangan,LUBUK KILANGAN,149,136,91.43
2023-03-31,Lubuk Begalung,LUBUK BEGALUNG,112,94,83.96
2023-03-31,Lubuk Begalung,PEGAMBIRAN,126,110,87.67
2023-03-31,Padang Selatan,SEBERANG PADANG,94,82,86.73
2023-03-31,Padang Selatan,PEMANCUNGAN,111,87,78.3
2023-03-31,Padang Selatan,RAWANG,83,76,92.04
2023-03-31,Padang Timur,ANDALAS,85,73,86.25
2023-03-31,Padang Timur,PARAK KARAKAH,67,57,84.92
2023-03-31,Padang Barat,PADANG PASIR,75,62,82.53
2023-03-31,Padang Utara,ULAK KARANG,52,41,79.16
2023-03-31,Padang Utara,AIR TAWAR,55,44,80.16
2023-03-31,Padang Utara,ALAI,82,67,81.75
2023-03-31,Nanggalo,NANGGALO,143,110,76.72
2023-03-31,Nanggalo,LAPAI,77,64,83.64
2023-03-31,Kuranji,BELIMBING,103,87,84.41
2023-03-31,Kuranji,KURANJI,57,52,91.55
2023-03-31,Kuranji,AMBACANG,145,122,84.33
2023-03-31,Pauh,PAUH,44,35,79.65
2023-03-31,Koto Tangah,AIR DINGIN,45,34,76.32
2023-03-31,Koto Tangah,LB.BUAYA,142,130,91.53
2023-03-31,Koto Tangah,IKUR KOTO,81,63,78.11
2023-03-31,Koto Tangah,ANAK AIR,102,84,82.64
2023-03-31,Koto Tangah,TUNGGUL HITAM,75,61,81.04
2023-04-30,Bungus Teluk Kabung,BUNGUS,70,59,84.66
2023-04-30,Lubuk Kilangan,LUBUK KILANGAN,138,106,76.77
2023-04-30,Lubuk Begalung,LUBUK BEGALUNG,86,68,78.59
2023-04-30,Lubuk Begalung,PEGAMBIRAN,61,49,80.94
2023-04-30,Padang Selatan,SEBERANG PADANG,97,84,86.48
2023-04-30,Padang Selatan,PEMANCUNGAN,97,84,86.48
2023-04-30,Padang Selatan,RAWANG,144,110,76.09
2023-04-30,Padang Timur,ANDALAS,138,119,86.09
2023-04-30,Padang Timur,PARAK KARAKAH,112,91,80.97
2023-04-30,Padang Barat,PADANG PASIR,93,81,86.62
2023-04-30,Padang Utara,ULAK KARANG,76,68,90.08
2023-04-30,Padang Utara,AIR TAWAR,58,51,87.8
2023-04-30,Padang Utara,ALAI,128,97,76.04
2023-04-30,Nanggalo,NANGGALO,150,116,77.31
2023-04-30,Nanggalo,LAPAI,128,116,90.45
2023-04-30,Kuranji,BELIMBING,128,107,83.46
2023-04-30,Kuranji,KURANJI,116,97,83.46
2023-04-30,Kuranji,AMBACANG,105,84,80.4
2023-04-30,Pauh,PAUH,83,67,80.6
2023-04-30,Koto Tangah,AIR DINGIN,129,103,79.67
2023-04-30,Koto Tangah,LB.BUAYA,114,97,84.68
2023-04-30,Koto Tangah,IKUR KOTO,107,90,83.85
2023-04-30,Koto Tangah,ANAK AIR,129,98,75.77
2023-04-30,Koto Tangah,TUNGGUL HITAM,57,51,89.58
2023-05-31,Bungus Teluk Kabung,BUNGUS,122,105,85.98
2023-05-31,Lubuk Kilangan,LUBUK KILANGAN,83,64,76.56
2023-05-31,Lubuk Begalung,LUBUK BEGALUNG,82,69,83.8
2023-05-31,Lubuk Begalung,PEGAMBIRAN,64,53,83.46
2023-05-31,Padang Selatan,SEBERANG PADANG,145,111,76.23
2023-05-31,Padang Selatan,PEMANCUNGAN,53,43,81.61
2023-05-31,Padang Selatan,RAWANG,52,43,83.46
2023-05-31,Padang Timur,ANDALAS,140,112,79.87
2023-05-31,Padang Timur,PARAK KARAKAH,68,52,76.89
2023-05-31,Padang Barat,PADANG PASIR,68,58,85.92
2023-05-31,Padang Utara,ULAK KARANG,72,63,88.12
2023-05-31,Padang Utara,AIR TAWAR,59,51,87.01
2023-05-31,Padang Utara,ALAI,118,102,86.06
2023-05-31,Nanggalo,NANGGALO,93,78,83.61
2023-05-31,Nanggalo,LAPAI,95,81,85.67
2023-05-31,Kuranji,BELIMBING,127,116,91.71
2023-05-31,Kuranji,KURANJI,50,39,77.31
2023-05-31,Kuranji,AMBACANG,145,122,84.33
2023-05-31,Pauh,PAUH,120,96,80.2
2023-05-31,Koto Tangah,AIR DINGIN,81,69,85.7
2023-05-31,Koto Tangah,LB.BUAYA,108,82,75.7
2023-05-31,Koto Tangah,IKUR KOTO,129,99,76.64
2023-05-31,Koto Tangah,ANAK AIR,116,99,85.39
2023-05-31,Koto Tangah,TUNGGUL HITAM,47,36,77.22
2023-06-30,Bungus Teluk Kabung,BUNGUS,58,45,77.19
2023-06-30,Lubuk Kilangan,LUBUK KILANGAN,74,59,79.31
2023-06-30,Lubuk Begalung,LUBUK BEGALUNG,109,96,87.69
2023-06-30,Lubuk Begalung,PEGAMBIRAN,123,103,83.8
2023-06-30,Padang Selatan,SEBERANG PADANG,117,97,83.1
2023-06-30,Padang Selatan,PEMANCUNGAN,76,60,78.31
2023-06-30,Padang Selatan,RAWANG,102,89,87.57
2023-06-30,Padang Timur,ANDALAS,56,45,80.46
2023-06-30,Padang Timur,PARAK KARAKAH,131,114,87.19
2023-06-30,Padang Barat,PADANG PASIR,131,110,84.21
2023-06-30,Padang Utara,ULAK KARANG,47,41,87.92
2023-06-30,Padang Utara,AIR TAWAR,103,84,81.15
2023-06-30,Padang Utara,ALAI,87,70,80.09
2023-06-30,Nanggalo,NANGGALO,61,48,78.19
2023-06-30,Nanggalo,LAPAI,134,110,82.41
2023-06-30,Kuranji,BELIMBING,103,91,88.75
2023-06-30,Kuranji,KURANJI,121,106,87.73
2023-06-30,Kuranji,AMBACANG,154,118,76.38
2023-06-30,Pauh,PAUH,64,53,82.59
2023-06-30,Koto Tangah,AIR DINGIN,118,107,90.8
2023-06-30,Koto Tangah,LB.BUAYA,119,95,80.06
2023-06-30,Koto Tangah,IKUR KOTO,46,38,81.64
2023-06-30,Koto Tangah,ANAK AIR,136,123,90.45
2023-06-30,Koto Tangah,TUNGGUL HITAM,91,76,83.92
2023-07-31,Bungus Teluk Kabung,BUNGUS,126,108,85.45
2023-07-31,Lubuk Kilangan,LUBUK KILANGAN,65,53,81.96
2023-07-31,Lubuk Begalung,LUBUK BEGALUNG,85,73,85.59
2023-07-31,Lubuk Begalung,PEGAMBIRAN,58,48,82.98
2023-07-31,Padang Selatan,SEBERANG PADANG,89,76,85.5
2023-07-31,Padang Selatan,PEMANCUNGAN,69,58,83.66
2023-07-31,Padang Selatan,RAWANG,120,105,87.19
2023-07-31,Padang Timur,ANDALAS,79,65,81.87
2023-07-31,Padang Timur,PARAK KARAKAH,47,37,79.6
2023-07-31,Padang Barat,PADANG PASIR,115,100,87.23
2023-07-31,Padang Utara,ULAK KARANG,64,58,90.45
2023-07-31,Padang Utara,AIR TAWAR,139,107,77.33
2023-07-31,Padang Utara,ALAI,132,115,86.85
2023-07-31,Nanggalo,NANGGALO,88,77,87.27
2023-07-31,Nanggalo,LAPAI,47,41,87.92
2023-07-31,Kuranji,BELIMBING,111,89,79.81
2023-07-31,Kuranji,KURANJI,118,104,87.96
2023-07-31,Kuranji,AMBACANG,86,74,85.73
2023-07-31,Pauh,PAUH,138,122,88.52
2023-07-31,Koto Tangah,AIR DINGIN,86,65,75.99
2023-07-31,Koto Tangah,LB.BUAYA,138,125,90.55
2023-07-31,Koto Tangah,IKUR KOTO,86,79,91.58
2023-07-31,Koto Tangah,ANAK AIR,64,53,83.46
2023-07-31,Koto Tangah,TUNGGUL HITAM,103,78,75.73
2023-08-31,Bungus Teluk Kabung,BUNGUS,87,73,83.94
2023-08-31,Lubuk Kilangan,LUBUK KILANGAN,86,75,87.04
2023-08-31,Lubuk Begalung,LUBUK BEGALUNG,143,116,81.02
2023-08-31,Lubuk Begalung,PEGAMBIRAN,137,120,87.23
2023-08-31,Padang Selatan,SEBERANG PADANG,64,50,78.22
2023-08-31,Padang Selatan,PEMANCUNGAN,135,103,76.32
2023-08-31,Padang Selatan,RAWANG,70,56,80.66
2023-08-31,Padang Timur,ANDALAS,140,127,91.04
2023-08-31,Padang Timur,PARAK KARAKAH,48,37,76.47
2023-08-31,Padang Barat,PADANG PASIR,129,103,80.1
2023-08-31,Padang Utara,ULAK KARANG,89,81,91.15
2023-08-31,Padang Utara,AIR TAWAR,81,65,80.18
2023-08-31,Padang Utara,ALAI,94,86,91.49
2023-08-31,Nanggalo,NANGGALO,56,51,91.45
2023-08-31,Nanggalo,LAPAI,133,107,80.62
2023-08-31,Kuranji,BELIMBING,49,43,87.16
2023-08-31,Kuranji,KURANJI,117,104,89.31
2023-08-31,Kuranji,AMBACANG,115,99,85.77
2023-08-31,Pauh,PAUH,110,94,85.75
2023-08-31,Koto Tangah,AIR DINGIN,130,113,86.68
2023-08-31,Koto Tangah,LB.BUAYA,50,44,87.37
2023-08-31,Koto Tangah,IKUR KOTO,115,104,90.14
2023-08-31,Koto Tangah,ANAK AIR,68,55,80.99
2023-08-31,Koto Tangah,TUNGGUL HITAM,54,49,91.22
2023-09-30,Bungus Teluk Kabung,BUNGUS,103,80,77.9
2023-09-30,Lubuk Kilangan,LUBUK KILANGAN,144,113,78.8
2023-09-30,Lubuk Begalung,LUBUK BEGALUNG,137,108,78.66
2023-09-30,Lubuk Begalung,PEGAMBIRAN,130,113,86.68
2023-09-30,Padang Selatan,SEBERANG PADANG,59,54,90.8
2023-09-30,Padang Selatan,PEMANCUNGAN,145,127,87.41
2023-09-30,Padang Selatan,RAWANG,110,100,91.33
2023-09-30,Padang Timur,ANDALAS,73,57,77.52
2023-09-30,Padang Timur,PARAK KARAKAH,69,57,82.85
2023-09-30,Padang Barat,PADANG PASIR,46,39,84.07
2023-09-30,Padang Utara,ULAK KARANG,138,115,83.66
2023-09-30,Padang Utara,AIR TAWAR,59,46,78.49
2023-09-30,Padang Utara,ALAI,73,63,86.71
2023-09-30,Nanggalo,NANGGALO,57,45,79.78
2023-09-30,Nanggalo,LAPAI,68,56,81.82
2023-09-30,Kuranji,BELIMBING,145,125,86.25
2023-09-30,Kuranji,KURANJI,68,61,90.03
2023-09-30,Kuranji,AMBACANG,106,88,82.67
2023-09-30,Pauh,PAUH,105,88,84.12
2023-09-30,Koto Tangah,AIR DINGIN,94,74,79.0
2023-09-30,Koto Tangah,LB.BUAYA,75,64,84.76
2023-09-30,Koto Tangah,IKUR KOTO,60,47,78.8
2023-09-30,Koto Tangah,ANAK AIR,106,80,75.29
2023-09-30,Koto Tangah,TUNGGUL HITAM,109,99,91.28
2023-10-31,Bungus Teluk Kabung,BUNGUS,96,78,81.13
2023-10-31,Lubuk Kilangan,LUBUK KILANGAN,67,59,87.42
2023-10-31,Lubuk Begalung,LUBUK BEGALUNG,48,42,86.95
2023-10-31,Lubuk Begalung,PEGAMBIRAN,92,80,87.1
2023-10-31,Padang Selatan,SEBERANG PADANG,131,107,81.65
2023-10-31,Padang Selatan,PEMANCUNGAN,67,59,87.42
2023-10-31,Padang Selatan,RAWANG,82,74,89.94
2023-10-31,Padang Timur,ANDALAS,88,75,84.73
2023-10-31,Padang Timur,PARAK KARAKAH,80,67,84.16
2023-10-31,Padang Barat,PADANG PASIR,91,79,86.99
2023-10-31,Padang Utara,ULAK KARANG,74,65,87.61
2023-10-31,Padang Utara,AIR TAWAR,91,77,85.15
2023-10-31,Padang Utara,ALAI,114,97,84.68
2023-10-31,Nanggalo,NANGGALO,74,64,86.1
2023-10-31,Nanggalo,LAPAI,104,83,80.23
2023-10-31,Kuranji,BELIMBING,79,62,79.04
2023-10-31,Kuranji,KURANJI,73,61,82.88
2023-10-31,Kuranji,AMBACANG,65,57,87.11
2023-10-31,Pauh,PAUH,75,64,85.51
2023-10-31,Koto Tangah,AIR DINGIN,61,54,88.27
2023-10-31,Koto Tangah,LB.BUAYA,52,47,90.98
2023-10-31,Koto Tangah,IKUR KOTO,118,107,90.33
2023-10-31,Koto Tangah,ANAK AIR,68,61,90.03
2023-10-31,Koto Tangah,TUNGGUL HITAM,92,71,77.38
2023-11-30,Bungus Teluk Kabung,BUNGUS,134,112,83.25
2023-11-30,Lubuk Kilangan,LUBUK KILANGAN,85,69,81.65
2023-11-30,Lubuk Begalung,LUBUK BEGALUNG,92,76,82.85
2023-11-30,Lubuk Begalung,PEGAMBIRAN,149,112,75.3
2023-11-30,Padang Selatan,SEBERANG PADANG,75,61,81.78
2023-11-30,Padang Selatan,PEMANCUNGAN,92,80,86.49
2023-11-30,Padang Selatan,RAWANG,136,107,78.53
2023-11-30,Padang Timur,ANDALAS,147,117,79.56
2023-11-30,Padang Timur,PARAK KARAKAH,87,74,84.58
2023-11-30,Padang Barat,PADANG PASIR,66,54,81.34
2023-11-30,Padang Utara,ULAK KARANG,77,64,82.92
2023-11-30,Padang Utara,AIR TAWAR,96,72,75.31
2023-11-30,Padang Utara,ALAI,111,98,88.37
2023-11-30,Nanggalo,NANGGALO,69,54,78.8
2023-11-30,Nanggalo,LAPAI,103,84,81.15
2023-11-30,Kuranji,BELIMBING,138,109,78.8
2023-11-30,Kuranji,KURANJI,139,114,81.75
2023-11-30,Kuranji,AMBACANG,128,110,85.64
2023-11-30,Pauh,PAUH,81,67,82.25
2023-11-30,Koto Tangah,AIR DINGIN,116,102,88.28
2023-11-30,Koto Tangah,LB.BUAYA,123,106,86.07
2023-11-30,Koto Tangah,IKUR KOTO,134,113,84.09
2023-11-30,Koto Tangah,ANAK AIR,131,116,88.47
2023-11-30,Koto Tangah,TUNGGUL HITAM,123,104,84.25
2023-12-31,Bungus Teluk Kabung,BUNGUS,110,86,78.63
2023-12-31,Lubuk Kilangan,LUBUK KILANGAN,113,99,87.54
2023-12-31,Lubuk Begalung,LUBUK BEGALUNG,111,90,80.82
2023-12-31,Lubuk Begalung,PEGAMBIRAN,92,79,85.89
2023-12-31,Padang Selatan,SEBERANG PADANG,57,45,78.8
2023-12-31,Padang Selatan,PEMANCUNGAN,138,117,84.88
2023-12-31,Padang Selatan,RAWANG,63,48,76.14
2023-12-31,Padang Timur,ANDALAS,97,82,84.76
2023-12-31,Padang Timur,PARAK KARAKAH,93,73,78.2
2023-12-31,Padang Barat,PADANG PASIR,72,57,78.8
2023-12-31,Padang Utara,ULAK KARANG,107,96,89.6
2023-12-31,Padang Utara,AIR TAWAR,150,128,85.14
2023-12-31,Padang Utara,ALAI,127,99,78.07
2023-12-31,Nanggalo,NANGGALO,95,77,81.55
2023-12-31,Nanggalo,LAPAI,77,63,81.46
2023-12-31,Kuranji,BELIMBING,59,50,85.12
2023-12-31,Kuranji,KURANJI,86,65,75.34
2023-12-31,Kuranji,AMBACANG,59,51,87.01
2023-12-31,Pauh,PAUH,83,75,90.7
2023-12-31,Koto Tangah,AIR DINGIN,124,106,85.71
2023-12-31,Koto Tangah,LB.BUAYA,94,82,86.73
2023-12-31,Koto Tangah,IKUR KOTO,54,49,90.19
2023-12-31,Koto Tangah,ANAK AIR,131,100,76.53
2023-12-31,Koto Tangah,TUNGGUL HITAM,50,42,84.02
2024-01-31,Bungus Teluk Kabung,BUNGUS,74,65,87.61
2024-01-31,Lubuk Kilangan,LUBUK KILANGAN,66,54,82.19
2024-01-31,Lubuk Begalung,LUBUK BEGALUNG,129,99,77.07
2024-01-31,Lubuk Begalung,PEGAMBIRAN,109,86,78.97
2024-01-31,Padang Selatan,SEBERANG PADANG,85,79,92.83
2024-01-31,Padang Selatan,PEMANCUNGAN,124,98,78.95
2024-01-31,Padang Selatan,RAWANG,118,91,77.07
2024-01-31,Padang Timur,ANDALAS,94,73,77.22
2024-01-31,Padang Timur,PARAK KARAKAH,71,61,85.62
2024-01-31,Padang Barat,PADANG PASIR,137,121,88.05
2024-01-31,Padang Utara,ULAK KARANG,94,74,79.0
2024-01-31,Padang Utara,AIR TAWAR,115,95,82.85
2024-01-31,Padang Utara,ALAI,97,87,89.94
2024-01-31,Nanggalo,NANGGALO,130,113,87.11
2024-01-31,Nanggalo,LAPAI,60,55,90.91
2024-01-31,Kuranji,BELIMBING,140,117,83.86
2024-01-31,Kuranji,KURANJI,125,111,88.94
2024-01-31,Kuranji,AMBACANG,67,55,82.41
2024-01-31,Pauh,PAUH,129,109,84.43
2024-01-31,Koto Tangah,AIR DINGIN,147,133,90.21
2024-01-31,Koto Tangah,LB.BUAYA,145,111,76.23
